Id|País|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|TIPO
96|Polonia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31212|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|4|162|UVAS FRESCAS
97|Porto Rico|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
98|Portugal|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|160|7104|55598|38964|33186|17409|44968|14593|49800|38480|0|36400|6000|7520|120|82800|73836|289673|29943|30600|85428|28253|0|0|0|18|0|10|0|0|0|13155|205|945|15803|1525|UVAS FRESCAS
99|Reino Unido|0|0|0|0|0|0|0|0|0|0|24585|88755|66734|124192|199831|198321|654553|439109|882873|589370|528479|871744|1464613|2542136|1346185|1040118|291878|101068|98045|192296|991195|1789443|4863288|6623208|4907710|9929293|10149844|17676083|18580726|13299002|15023635|13266351|12426198|13294489|8957593|9569389|7619756|9034528|8558646|13501346|13978476|16631939|UVAS FRESCAS
100|Republica Dominicana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12000|24000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
101|Romênia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40|0|0|0|UVAS FRESCAS
102|Russia,  Federação da|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|182179|104016|214200|550147|873977|31488|301102|501930|45320|61440|66912|208715|0|199140|80|48084|216906|283727|UVAS FRESCAS
103|São Tomé e Principe|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2880|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
104|São Vicente e Granadinas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|19|UVAS FRESCAS
105|Senegal|0|0|0|0|0|0|0|0|0|0|0|0|6109|2000|0|0|4000|1200|3480|1440|11308|6272|4352|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|UVAS FRESCAS
106|Singapura|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18086|UVAS FRESCAS
107|Sri Lanka|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|UVAS FRESCAS
108|Suécia|0|0|0|0|0|0|0|0|0|0|0|0|5534|710|3405|680|1000|16138|27034|1950|3009|2592|0|0|0|0|29424|36000|0|6000|0|72000|285600|374400|497358|572270|66000|192700|246711|161000|368010|240313|364265|957936|0|89000|357380|249805|101350|72036|50|30|UVAS FRESCAS
109|Suíça|0|0|0|0|0|0|120|160|25|10281|7965|14600|31954|32741|30822|39937|55664|18636|40706|37084|74980|61804|73539|75898|32248|7728|145060|12896|66000|34800|29700|704|0|17212|352|0|0|0|0|0|0|0|0|0|0|0|0|0|1022|472|2209|3331|UVAS FRESCAS
110|Suriname|0|0|0|0|0|0|0|0|0|0|1120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|UVAS FRESCAS
111|Tailândia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|326400|38400|19200|0|0|0|0|0|0|0|0|0|0|0|0|113|879|762|746|UVAS FRESCAS
112|Taiwan|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|39|0|90|72|UVAS FRESCAS
113|Togo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|UVAS FRESCAS
114|Trindade e Tobago|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
115|Turcas e Caicos, ilhas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|18|0|UVAS FRESCAS
116|Turquia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|126|485|353|662|UVAS FRESCAS
117|Tuvalu|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|0|0|UVAS FRESCAS
118|Uruguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8900|34092|59895|50128|52194|15490|21140|93480|186694|150216|134392|60695|60986|66016|52251|47555|66352|40428|33634|28848|35216|14864|48720|28960|108040|86816|104368|187316|81440|68196|95722|UVAS FRESCAS
119|Vanuatu|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26|73|UVAS FRESCAS
120|Venezuela|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
121|Vietnã|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|18|100|UVAS FRESCAS
122|Provisão de Navios e Aeronaves|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|0|0|UVAS FRESCAS
1|África do Sul|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18550|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3739|0|0|0|0|0|0|0|0|0|SUCO DE UVA
2|Alemanha, República Democrática da|0|0|9962|238418|0|86|0|200000|100000|100265|72875|352920|83200|149990|300052|150000|0|150000|0|150000|0|0|36400|90480|127320|182000|0|0|227370|454740|367290|507210|0|0|0|0|0|0|0|0|0|0|1|4|38480|6|0|0|96|12|86|13|SUCO DE UVA
3|Angola|0|0|0|0|0|0|0|0|0|756|0|0|0|0|0|1574|10278|7208|10642|7080|0|600|360|18|0|0|0|36|1199|288|156|29|0|4497|15534|194838|7362|43395|63263|237494|6413|0|0|5001|1200|1378|5961|160|1895|0|17766|6073|SUCO DE UVA
4|Antígua e Barbuda|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|48|95|36|120|SUCO DE UVA
5|Antilhas Holandesas|0|0|1125|144|0|0|0|0|0|3000|0|0|0|0|0|0|0|0|0|0|0|0|420|0|0|0|0|0|0|0|0|0|0|0|98|6648|0|0|474|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
6|Arábia Saudita|0|0|0|0|0|0|0|0|0|0|0|0|0|44160|74200|83740|154760|16165|43460|13250|15900|37100|37100|80030|92050|132460|137800|57240|43460|56180|55120|92750|37100|67310|104410|42930|73140|292560|48760|48760|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
7|Argélia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|SUCO DE UVA
8|Argentina|0|0|0|0|0|0|0|0|0|252|0|0|0|0|0|0|0|0|0|0|0|0|45715|128120|136679|232220|0|256|0|0|9626|6410|0|1192|1589|6514|0|1920|1815|1260|840|14235|2505|0|250|800|1270|780|795|3504|5140|7325|SUCO DE UVA
9|Aruba|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12538|264|0|3955|0|0|0|5008|1878|0|0|0|0|0|0|0|0|0|450|0|SUCO DE UVA
10|Austrália|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1060|0|17680|0|16960|33920|0|0|0|0|0|18550|55650|63600|18550|18550|18550|0|0|0|1232|1609|0|0|0|0|0|0|0|0|0|271|799|800|580|480|1638|43971|SUCO DE UVA
11|Áustria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|640|1280|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
12|Bahamas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18550|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|168|34|542|SUCO DE UVA
13|Barbados|0|0|0|0|0|180|360|0|180|10242|3150|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1714|0|0|1703|2806|0|0|0|0|0|0|0|0|0|0|0|75|SUCO DE UVA
14|Bélgica|0|0|0|0|0|0|0|0|4930|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|24|117|0|SUCO DE UVA
15|Benin|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|600|0|0|0|0|0|0|0|0|0|438|0|0|0|0|0|0|SUCO DE UVA
16|Bermudas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|SUCO DE UVA
17|Birmânia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
18|Bolívia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2060|0|539|3375|4468|3003|3414|9867|7755|11797|612|0|21435|15700|SUCO DE UVA
19|Cabo Verde|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|122|16|445|0|1376|0|63|0|0|0|0|0|0|5000|1955|1499|0|12938|290|0|480|0|0|0|0|0|0|0|0|180|180|126|270|0|SUCO DE UVA
20|Camarões|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1159|0|0|20|0|SUCO DE UVA
21|Canadá|0|1250|0|0|1350|0|153886|35100|112030|283007|198100|296240|403645|439091|0|273502|751254|707550|235640|500910|529470|0|474350|684760|713280|422450|463750|686350|648190|352450|482300|631750|476400|140980|148400|175884|315759|129850|0|0|0|0|0|0|76|0|0|2355|9486|0|14943|4476|SUCO DE UVA
22|Catar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|SUCO DE UVA
23|Chile|0|0|0|0|0|0|0|0|0|0|19000|21065|1080|2050|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|84000|0|0|0|0|0|9659|0|789|0|0|1448|1788|0|5320|16845|SUCO DE UVA
24|China|0|0|0|0|0|0|0|0|0|0|0|0|4825|45000|46800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1146|47|18588|0|6029|1196|16815|23937|6|240845|667684|SUCO DE UVA
25|Chipre|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|161|138|252|224|SUCO DE UVA
26|Cingapura|0|0|0|0|0|0|0|0|0|0|0|0|19200|0|9640|10203|4032|6216|22165|1060|9530|12710|5144|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6300|908|676|0|0|SUCO DE UVA
27|Colômbia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2915|13250|0|0|0|0|0|0|0|475|583|0|0|0|0|0|12000|13005|4000|6650|5700|0|0|0|1|11082|SUCO DE UVA
28|Congo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2088|180|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1500|1440|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
29|Coreia do Sul|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|87450|787050|69960|0|0|0|0|0|0|334800|234360|301320|87450|0|0|0|0|18550|0|0|0|0|0|0|0|0|SUCO DE UVA
30|Costa do Marfim|0|0|0|0|0|0|0|0|0|24|0|125|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
31|Costa Rica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3026|0|0|0|2160|SUCO DE UVA
32|Coveite|0|0|0|0|0|0|0|0|0|0|0|0|0|249365|0|110240|50085|99905|99905|0|99905|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|655|0|0|0|0|0|0|10038|SUCO DE UVA
33|Cuba|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
34|Curaçao|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|810|948|0|1727|1050|SUCO DE UVA
35|Dinamarca|0|0|0|0|0|0|2160|0|0|265|0|0|0|0|0|61480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60|0|0|0|74200|0|0|0|0|0|0|0|0|72|84|90|206|SUCO DE UVA
36|Dominica, Ilha de|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|348|0|0|0|0|0|0|0|0|0|35|0|0|0|SUCO DE UVA
37|El Salvador|0|0|2513|1015|0|0|0|0|600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|480|0|0|0|188|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
38|Emirados Árabes Unidos|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8215|11660|3920|0|3262|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|396|1548|SUCO DE UVA
39|Equador|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14268|0|SUCO DE UVA
40|Espanha|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18550|0|0|0|0|0|1311|0|0|0|0|0|960|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
41|Estados Unidos|0|0|99964|219717|279640|459900|224030|244990|635040|557363|671399|639735|818720|1213225|1845000|2488090|2591390|1854225|2259259|3150250|4077025|1401160|7689778|5627559|3664000|1304646|2635300|4780020|1923215|2537474|4054155|2663651|1417685|1324118|2018565|2089534|416229|442049|220264|985916|204956|86325|0|37779|8970|19753|11508|32252|27645|455|73431|702976|SUCO DE UVA
42|Falkland (Malvinas)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50|0|0|0|SUCO DE UVA
43|Filipinas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2650|5300|0|0|0|0|0|0|0|0|5200|37100|0|0|0|0|0|0|0|0|0|0|20405|17225|0|0|0|0|0|0|0|102555|0|0|24|0|109|64|SUCO DE UVA
44|Finlândia|0|0|0|0|0|0|0|291350|247820|330620|273852|19875|39750|81620|115540|154760|85860|213060|106530|71020|17755|17755|0|17755|9100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
45|França|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|0|0|0|0|0|12|0|SUCO DE UVA
46|Gana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|0|0|0|0|0|0|0|0|0|7602|0|0|0|0|2626|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
47|Gibraltar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|108|SUCO DE UVA
48|Grêcia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72|66|392|10|SUCO DE UVA
49|Guatemala|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2388|0|1800|1656|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
50|Guiana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|350|24|SUCO DE UVA
51|Guiana Francesa|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1295|11391|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|396|SUCO DE UVA
52|Guiné Bissau|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
53|Guine Equatorial|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1600|0|0|280|0|0|0|0|0|45|0|0|0|0|0|0|0|SUCO DE UVA
54|Haiti|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1080|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|864|0|0|0|420|4818|SUCO DE UVA
55|Hong Kong|0|0|0|0|0|0|0|0|275|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|74200|55650|0|0|0|0|0|77|0|0|28371|2751|19211|16170|818|1170|2010|SUCO DE UVA
56|Hungria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|51612|34408|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
57|Ilha de Man|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72|24|14|SUCO DE UVA
58|India|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|48|66|0|258|SUCO DE UVA
59|Indonêsia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
60|Irã|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7473|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150|5|SUCO DE UVA
61|Iraque|0|0|0|0|0|0|0|0|0|0|0|6000|1166|2210|5679|4915|504|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
62|Israel|0|0|0|0|0|0|0|0|0|0|0|0|10470|0|0|0|0|0|0|0|0|0|0|0|0|0|800|0|0|0|0|0|0|0|0|0|0|0|0|18550|18550|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
63|Itália|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|138|0|0|0|0|0|20057|18550|78000|19500|58500|37500|0|0|0|0|0|6|0|0|0|0|0|4968|SUCO DE UVA
64|Iugoslâvia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1950|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
65|Jamaica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19875|41825|23850|47700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
66|Japão|0|0|0|61908|174293|159348|0|0|500|0|60000|0|90985|167775|183950|249940|224926|605576|866038|677172|747000|913368|775778|1230342|1132130|2143908|1535405|2784602|2414546|3756427|3272894|3393518|4151658|3204401|4439980|3814463|3614425|4772487|5570468|4003555|2707950|4001175|2168980|3535083|4450419|2036338|1845255|1890810|1006241|1381569|481953|950486|SUCO DE UVA
67|Líbano|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|254|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|14880|SUCO DE UVA
68|Libêria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|336|520|842|878|SUCO DE UVA
69|Líbia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1200|0|0|9365|0|0|0|0|0|0|0|7584|30720|33156|0|0|0|207360|16587|285756|SUCO DE UVA
70|Luxemburgo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|722|0|0|0|0|0|0|0|0|0|0|0|0|0|0|130|SUCO DE UVA
71|Malásia|0|0|0|0|0|0|0|0|0|0|0|0|134|0|0|6384|10611|15020|30248|19080|34980|38340|35196|0|18200|36750|37100|18550|55650|18550|18550|18550|37100|18550|18550|18550|18550|18550|37100|18550|0|18550|0|18550|0|0|0|0|0|9275|10070|0|SUCO DE UVA
72|Malta|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41|276|2364|1500|SUCO DE UVA
73|Marshall, Ilhas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|492|817|1479|4282|SUCO DE UVA
74|Mauritânia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3630|1788|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
75|México|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|769560|0|0|174900|0|0|60813|17943|0|0|0|0|0|0|116865|0|18550|37074|61932|83291|86626|109550|82377|95340|76435|24173|24602|46857|8829|SUCO DE UVA
76|Moçambique|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4065|3850|16726|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|477|SUCO DE UVA
77|Mônaco|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|0|SUCO DE UVA
78|Montenegro|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|SUCO DE UVA
79|Namíbia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|SUCO DE UVA
